산출기준,연도,질환구분,성별,연령,등록건수
연도말 적용자,2021,중증화상,남,30~34,54
연도말 적용자,2021,중증화상,남,35~39,60
연도말 적용자,2021,중증화상,남,40~44,66
연도말 적용자,2021,중증화상,남,45~49,69
연도말 적용자,2021,중증화상,남,50~54,96
연도말 적용자,2021,중증화상,남,55~59,111
연도말 적용자,2021,중증화상,남,60~64,116
연도말 적용자,2021,중증화상,남,65~69,98
연도말 적용자,2021,중증화상,남,70~74,69
연도말 적용자,2021,중증화상,남,75~79,43
연도말 적용자,2021,중증화상,남,80~84,37
연도말 적용자,2021,중증화상,남,85~89,16
연도말 적용자,2021,중증화상,남,90~94,5
연도말 적용자,2021,중증화상,남,95~99,1
연도말 적용자,2021,중증화상,남,100 이상,0
연도말 적용자,2021,중증화상,여,0~4,40
연도말 적용자,2021,중증화상,여,5~9,25
연도말 적용자,2021,중증화상,여,10~14,31
연도말 적용자,2021,중증화상,여,15~19,20
연도말 적용자,2021,중증화상,여,20~24,38
연도말 적용자,2021,중증화상,여,25~29,39
연도말 적용자,2021,중증화상,여,30~34,30
연도말 적용자,2021,중증화상,여,35~39,28
연도말 적용자,2021,중증화상,여,40~44,40
연도말 적용자,2021,중증화상,여,45~49,56
연도말 적용자,2021,중증화상,여,50~54,65
연도말 적용자,2021,중증화상,여,55~59,78
연도말 적용자,2021,중증화상,여,60~64,85
연도말 적용자,2021,중증화상,여,65~69,64
연도말 적용자,2021,중증화상,여,70~74,53
연도말 적용자,2021,중증화상,여,75~79,51
연도말 적용자,2021,중증화상,여,80~84,49
연도말 적용자,2021,중증화상,여,85~89,27
연도말 적용자,2021,중증화상,여,90~94,6
연도말 적용자,2021,중증화상,여,95~99,1
연도말 적용자,2021,중증화상,여,100 이상,2
연도말 적용자,2022,중증화상,남,0~4,61
연도말 적용자,2022,중증화상,남,5~9,24
연도말 적용자,2022,중증화상,남,10~14,17
연도말 적용자,2022,중증화상,남,15~19,17
연도말 적용자,2022,중증화상,남,20~24,41
연도말 적용자,2022,중증화상,남,25~29,47
연도말 적용자,2022,중증화상,남,30~34,67
연도말 적용자,2022,중증화상,남,35~39,35
연도말 적용자,2022,중증화상,남,40~44,91
연도말 적용자,2022,중증화상,남,45~49,82
연도말 적용자,2022,중증화상,남,50~54,109
연도말 적용자,2022,중증화상,남,55~59,118
연도말 적용자,2022,중증화상,남,60~64,123
연도말 적용자,2022,중증화상,남,65~69,99
연도말 적용자,2022,중증화상,남,70~74,79
연도말 적용자,2022,중증화상,남,75~79,35
연도말 적용자,2022,중증화상,남,80~84,34
연도말 적용자,2022,중증화상,남,85~89,15
연도말 적용자,2022,중증화상,남,90~94,6
연도말 적용자,2022,중증화상,남,95~99,1
연도말 적용자,2022,중증화상,남,100 이상,0
연도말 적용자,2022,중증화상,여,0~4,28
연도말 적용자,2022,중증화상,여,5~9,25
연도말 적용자,2022,중증화상,여,10~14,30
연도말 적용자,2022,중증화상,여,15~19,17
연도말 적용자,2022,중증화상,여,20~24,40
연도말 적용자,2022,중증화상,여,25~29,49
연도말 적용자,2022,중증화상,여,30~34,32
연도말 적용자,2022,중증화상,여,35~39,45
연도말 적용자,2022,중증화상,여,40~44,47
연도말 적용자,2022,중증화상,여,45~49,46
연도말 적용자,2022,중증화상,여,50~54,71
연도말 적용자,2022,중증화상,여,55~59,74
연도말 적용자,2022,중증화상,여,60~64,85
연도말 적용자,2022,중증화상,여,65~69,78
연도말 적용자,2022,중증화상,여,70~74,63
연도말 적용자,2022,중증화상,여,75~79,79
연도말 적용자,2022,중증화상,여,80~84,58
연도말 적용자,2022,중증화상,여,85~89,33
연도말 적용자,2022,중증화상,여,90~94,9
연도말 적용자,2022,중증화상,여,95~99,0
연도말 적용자,2022,중증화상,여,100 이상,0
연도말 적용자,2023,중증화상,남,0~4,50
연도말 적용자,2023,중증화상,남,5~9,34
연도말 적용자,2023,중증화상,남,10~14,38
연도말 적용자,2023,중증화상,남,15~19,23
연도말 적용자,2023,중증화상,남,20~24,60
연도말 적용자,2023,중증화상,남,25~29,61
연도말 적용자,2023,중증화상,남,30~34,55
연도말 적용자,2023,중증화상,남,35~39,52
연도말 적용자,2023,중증화상,남,40~44,87
연도말 적용자,2023,중증화상,남,45~49,89
연도말 적용자,2023,중증화상,남,50~54,112
연도말 적용자,2023,중증화상,남,55~59,114
연도말 적용자,2023,중증화상,남,60~64,167
연도말 적용자,2023,중증화상,남,65~69,103
연도말 적용자,2023,중증화상,남,70~74,81
연도말 적용자,2023,중증화상,남,75~79,51
연도말 적용자,2023,중증화상,남,80~84,43
연도말 적용자,2023,중증화상,남,85~89,21
연도말 적용자,2023,중증화상,남,90~94,15
연도말 적용자,2023,중증화상,남,95~99,0
연도말 적용자,2023,중증화상,남,100 이상,0
연도말 적용자,2023,중증화상,여,0~4,30
연도말 적용자,2023,중증화상,여,5~9,22
연도말 적용자,2023,중증화상,여,10~14,68
연도말 적용자,2023,중증화상,여,15~19,39
연도말 적용자,2023,중증화상,여,20~24,44
연도말 적용자,2023,중증화상,여,25~29,34
연도말 적용자,2023,중증화상,여,30~34,40
연도말 적용자,2023,중증화상,여,35~39,40
연도말 적용자,2023,중증화상,여,40~44,51
연도말 적용자,2023,중증화상,여,45~49,46
연도말 적용자,2023,중증화상,여,50~54,83
연도말 적용자,2023,중증화상,여,55~59,95
연도말 적용자,2023,중증화상,여,60~64,103
연도말 적용자,2023,중증화상,여,65~69,105
연도말 적용자,2023,중증화상,여,70~74,75
연도말 적용자,2023,중증화상,여,75~79,69
연도말 적용자,2023,중증화상,여,80~84,64
연도말 적용자,2023,중증화상,여,85~89,42
연도말 적용자,2023,중증화상,여,90~94,11
연도말 적용자,2023,중증화상,여,95~99,0
연도말 적용자,2023,중증화상,여,100 이상,0
연도말 적용자,2015,중증치매(V800),남,0~4,0
연도말 적용자,2015,중증치매(V800),남,5~9,0
연도말 적용자,2015,중증치매(V800),남,10~14,0
연도말 적용자,2015,중증치매(V800),남,15~19,0
연도말 적용자,2015,중증치매(V800),남,20~24,0
연도말 적용자,2015,중증치매(V800),남,25~29,0
연도말 적용자,2015,중증치매(V800),남,30~34,0
연도말 적용자,2015,중증치매(V800),남,35~39,0
연도말 적용자,2015,중증치매(V800),남,40~44,0
연도말 적용자,2015,중증치매(V800),남,45~49,0
연도말 적용자,2015,중증치매(V800),남,50~54,0
연도말 적용자,2015,중증치매(V800),남,55~59,0
연도말 적용자,2015,중증치매(V800),남,60~64,0
연도말 적용자,2015,중증치매(V800),남,65~69,0
연도말 적용자,2015,중증치매(V800),남,70~74,0
연도말 적용자,2015,중증치매(V800),남,75~79,0
연도말 적용자,2015,중증치매(V800),남,80~84,0
연도말 적용자,2015,중증치매(V800),남,85~89,0
연도말 적용자,2015,중증치매(V800),남,90~94,0
연도말 적용자,2015,중증치매(V800),남,95~99,0
연도말 적용자,2015,중증치매(V800),남,100 이상,0
연도말 적용자,2015,중증치매(V800),여,0~4,0
연도말 적용자,2015,중증치매(V800),여,5~9,0
연도말 적용자,2015,중증치매(V800),여,10~14,0
연도말 적용자,2015,중증치매(V800),여,15~19,0
연도말 적용자,2015,중증치매(V800),여,20~24,0
연도말 적용자,2015,중증치매(V800),여,25~29,0
연도말 적용자,2015,중증치매(V800),여,30~34,0
연도말 적용자,2015,중증치매(V800),여,35~39,0
연도말 적용자,2015,중증치매(V800),여,40~44,0
연도말 적용자,2015,중증치매(V800),여,45~49,0
연도말 적용자,2015,중증치매(V800),여,50~54,0
연도말 적용자,2015,중증치매(V800),여,55~59,0
연도말 적용자,2015,중증치매(V800),여,60~64,0
연도말 적용자,2015,중증치매(V800),여,65~69,0
연도말 적용자,2015,중증치매(V800),여,70~74,0
연도말 적용자,2015,중증치매(V800),여,75~79,0
연도말 적용자,2015,중증치매(V800),여,80~84,0
연도말 적용자,2015,중증치매(V800),여,85~89,0
연도말 적용자,2015,중증치매(V800),여,90~94,0
연도말 적용자,2015,중증치매(V800),여,95~99,0
연도말 적용자,2015,중증치매(V800),여,100 이상,0
연도말 적용자,2016,중증치매(V800),남,0~4,0
연도말 적용자,2016,중증치매(V800),남,5~9,0
연도말 적용자,2016,중증치매(V800),남,10~14,0
연도말 적용자,2016,중증치매(V800),남,15~19,0
연도말 적용자,2016,중증치매(V800),남,20~24,0
연도말 적용자,2016,중증치매(V800),남,25~29,0
연도말 적용자,2016,중증치매(V800),남,30~34,0
연도말 적용자,2016,중증치매(V800),남,35~39,0
연도말 적용자,2016,중증치매(V800),남,40~44,0
연도말 적용자,2016,중증치매(V800),남,45~49,0
연도말 적용자,2016,중증치매(V800),남,50~54,0
연도말 적용자,2016,중증치매(V800),남,55~59,0
연도말 적용자,2016,중증치매(V800),남,60~64,0
연도말 적용자,2016,중증치매(V800),남,65~69,0
연도말 적용자,2016,중증치매(V800),남,70~74,0
연도말 적용자,2016,중증치매(V800),남,75~79,0
연도말 적용자,2016,중증치매(V800),남,80~84,0
연도말 적용자,2016,중증치매(V800),남,85~89,0
연도말 적용자,2016,중증치매(V800),남,90~94,0
연도말 적용자,2016,중증치매(V800),남,95~99,0
연도말 적용자,2016,중증치매(V800),남,100 이상,0
연도말 적용자,2016,중증치매(V800),여,0~4,0
연도말 적용자,2016,중증치매(V800),여,5~9,0
연도말 적용자,2016,중증치매(V800),여,10~14,0
연도말 적용자,2016,중증치매(V800),여,15~19,0
연도말 적용자,2016,중증치매(V800),여,20~24,0
연도말 적용자,2016,중증치매(V800),여,25~29,0
연도말 적용자,2016,중증치매(V800),여,30~34,0
연도말 적용자,2016,중증치매(V800),여,35~39,0
연도말 적용자,2016,중증치매(V800),여,40~44,0
연도말 적용자,2016,중증치매(V800),여,45~49,0
연도말 적용자,2016,중증치매(V800),여,50~54,0
연도말 적용자,2016,중증치매(V800),여,55~59,0
연도말 적용자,2016,중증치매(V800),여,60~64,0
연도말 적용자,2016,중증치매(V800),여,65~69,0
연도말 적용자,2016,중증치매(V800),여,70~74,0
연도말 적용자,2016,중증치매(V800),여,75~79,0
연도말 적용자,2016,중증치매(V800),여,80~84,0
연도말 적용자,2016,중증치매(V800),여,85~89,0
연도말 적용자,2016,중증치매(V800),여,90~94,0
연도말 적용자,2016,중증치매(V800),여,95~99,0
연도말 적용자,2016,중증치매(V800),여,100 이상,0
연도말 적용자,2017,중증치매(V800),남,0~4,0
연도말 적용자,2017,중증치매(V800),남,5~9,0
연도말 적용자,2017,중증치매(V800),남,10~14,0
연도말 적용자,2017,중증치매(V800),남,15~19,0
연도말 적용자,2017,중증치매(V800),남,20~24,0
연도말 적용자,2017,중증치매(V800),남,25~29,0
연도말 적용자,2017,중증치매(V800),남,30~34,0
연도말 적용자,2017,중증치매(V800),남,35~39,2
연도말 적용자,2017,중증치매(V800),남,40~44,1
연도말 적용자,2017,중증치매(V800),남,45~49,3
연도말 적용자,2017,중증치매(V800),남,50~54,13
연도말 적용자,2017,중증치매(V800),남,55~59,92
연도말 적용자,2017,중증치매(V800),남,60~64,149
연도말 적용자,2017,중증치매(V800),남,65~69,99
연도말 적용자,2017,중증치매(V800),남,70~74,62
연도말 적용자,2017,중증치매(V800),남,75~79,83
연도말 적용자,2017,중증치매(V800),남,80~84,54
연도말 적용자,2017,중증치매(V800),남,85~89,25
연도말 적용자,2017,중증치매(V800),남,90~94,11
연도말 적용자,2017,중증치매(V800),남,95~99,3
연도말 적용자,2017,중증치매(V800),남,100 이상,0
연도말 적용자,2017,중증치매(V800),여,0~4,0
연도말 적용자,2017,중증치매(V800),여,5~9,0
연도말 적용자,2017,중증치매(V800),여,10~14,0
연도말 적용자,2017,중증치매(V800),여,15~19,0
연도말 적용자,2017,중증치매(V800),여,20~24,0
연도말 적용자,2017,중증치매(V800),여,25~29,0
연도말 적용자,2017,중증치매(V800),여,30~34,0
연도말 적용자,2017,중증치매(V800),여,35~39,0
연도말 적용자,2017,중증치매(V800),여,40~44,0
연도말 적용자,2017,중증치매(V800),여,45~49,6
연도말 적용자,2017,중증치매(V800),여,50~54,38
연도말 적용자,2017,중증치매(V800),여,55~59,166
연도말 적용자,2017,중증치매(V800),여,60~64,209
연도말 적용자,2017,중증치매(V800),여,65~69,146
연도말 적용자,2017,중증치매(V800),여,70~74,125
연도말 적용자,2017,중증치매(V800),여,75~79,153
연도말 적용자,2017,중증치매(V800),여,80~84,129
연도말 적용자,2017,중증치매(V800),여,85~89,77
연도말 적용자,2017,중증치매(V800),여,90~94,32
연도말 적용자,2017,중증치매(V800),여,95~99,5
연도말 적용자,2017,중증치매(V800),여,100 이상,0
연도말 적용자,2018,중증치매(V800),남,0~4,0
연도말 적용자,2018,중증치매(V800),남,5~9,0
연도말 적용자,2018,중증치매(V800),남,10~14,0
연도말 적용자,2018,중증치매(V800),남,15~19,0
연도말 적용자,2018,중증치매(V800),남,20~24,0
연도말 적용자,2018,중증치매(V800),남,25~29,0
연도말 적용자,2018,중증치매(V800),남,30~34,0
연도말 적용자,2018,중증치매(V800),남,35~39,1
연도말 적용자,2018,중증치매(V800),남,40~44,3
연도말 적용자,2018,중증치매(V800),남,45~49,6
연도말 적용자,2018,중증치매(V800),남,50~54,26
연도말 적용자,2018,중증치매(V800),남,55~59,137
연도말 적용자,2018,중증치매(V800),남,60~64,278
연도말 적용자,2018,중증치매(V800),남,65~69,201
연도말 적용자,2018,중증치매(V800),남,70~74,145
연도말 적용자,2018,중증치매(V800),남,75~79,164
연도말 적용자,2018,중증치매(V800),남,80~84,123
연도말 적용자,2018,중증치매(V800),남,85~89,61
연도말 적용자,2018,중증치매(V800),남,90~94,27
연도말 적용자,2018,중증치매(V800),남,95~99,1
연도말 적용자,2018,중증치매(V800),남,100 이상,0
연도말 적용자,2018,중증치매(V800),여,0~4,0
연도말 적용자,2018,중증치매(V800),여,5~9,0
연도말 적용자,2018,중증치매(V800),여,10~14,0
